GameNum,WhitePlayer,BlackPlayer,Game,White,Black,Date,Event,Link,
618,Cirtus,Icemoe,"1.(0T1)e2e3 / (0T1)Ng8f6 
2.(0T2)Ng1f3 / (0T2)d7d5 
3.(0T3)c2c4 / (0T3)c7c6 
4.(0T4)c4d5 / (0T4)Qd8d5 
5.(0T5)Nb1c3 / (0T5)Qd5h5 
6.(0T6)d2d4 / (0T6)Bc8g4 
7.(0T7)Bc1d2 / (0T7)Bg4f3 
8.(0T8)Qd1f3 / (0T8)Qh5f3 
9.(0T9)g2f3 / (0T9)Nb8a6 
10.(0T10)a2a3 / (0T10)g7g6 
11.(0T11)h2h4 / (0T11)Bf8g7 
12.(0T12)Bf1c4 / (0T12)Ke8g8 
13.(0T13)h4h5 / (0T13)c6c5 
14.(0T14)h5g6 / (0T14)c5d4 
15.(0T15)g6f7 / (0T15)Rf8f7 
16.(0T16)Nc3e4 / (0T16)Ra8f8 
17.(0T17)Rh1g1 / (0T17)Kg8h8 
18.(0T18)Ne4g5 / (0T18)d4e3 
19.(0T19)f2e3 / (0T19)Na6c5 
20.(0T20)Ra1c1 / (0T20)b7b6 
21.(0T21)b2b4 / (0T21)Nc5d7 
22.(0T22)Ng5f7 / (0T22)Rf8f7 
23.(0T23)Bc4f7 / (0T23)Nd7e5 
24.(0T24)Rc1c8 / (0T24)Bg7f8 
25.(0T25)Rc8f8 / (0T25)Nf6g8 
26.(0T26)Rg1g8 ",1,0,22/03/2022,,,
619,Andrey,Los Bro SPQR,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:03}(0T2)c7c5 
3.{20:04}(0T3)c2c3 / {20:03}(0T3)Qd8b6 
4.{19:54}(0T4)Nb1a3 / {19:45}(0T4)c5d4 
5.{19:26}(0T5)Na3c4 / {19:35}(0T5)Qb6c5 
6.{19:25}(0T6)Qd1d4 / {19:35}(0T6)Qc5d4 
7.{19:25}(0T7)Nf3d4 / {18:51}(0T7)d7d5 
8.{15:45}(0T8)Nc4e5 / {17:58}(0T8)a7a6 
9.{12:01}(0T9)e2e4 / {16:47}(0T9)Nb8c6 
10.{11:38}(0T10)Nd4c6 / {16:47}(0T10)b7c6 
11.{11:36}(0T11)Ne5c6 / {16:41}(0T11)Nf6e4 
12.{9:55}(0T12)Bc1f4 / {16:15}(0T12)Bc8f5 
13.{9:19}(0T13)Bf1a6 / {15:59}(0T13)Ne4f2 
14.{6:36}(0T14)Nc6>>(0T12)c7 / {14:44}(1T12)Ke8d7 
15.{6:23}(1T13)Bc1f4 / {13:22}(1T13)e7e5 
16.{6:28}(1T14)Nc6e7 / {11:56}(0T14)Nf2>>(0T12)f1 
17.{6:33}(-1T13)Ke1f1 / {11:51}(-1T13)Ne4>>(0T11)e4 
18.{5:04}(-2T12)Bf1a6 / {11:51}(-2T12)Bc8a6 
19.{4:38}(-2T13)Bc1f4 / {11:56}(-2T13)Ba6e2 
20.{4:31}(0T15)Ba6>>(0T13)a8 ",1,0,27/03/2022,Pro league season 4,,
620,Los Bro SPQR,Andrey,"1.{20:04}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{19:59}(0T2)c2c4 / {19:56}(0T2)c7c5 
3.{19:59}(0T3)Nb1c3 / {19:46}(0T3)Nb8c6 
4.{19:56}(0T4)g2g3 / {18:51}(0T4)b7b6 
5.{19:56}(0T5)Bf1g2 / {18:51}(0T5)Bc8b7 
6.{19:56}(0T6)Ke1g1 / {17:38}(0T6)e7e6 
7.{19:56}(0T7)e2e4 / {17:02}(0T7)Qd8b8 
8.{19:33}(0T8)Nc3d5 / {15:22}(0T8)h7h5 
9.{19:27}(0T9)d2d3 / {13:38}(0T9)h5h4 
10.{19:22}(0T10)Bc1f4 / {12:52}(0T10)Bf8d6 
11.{18:34}(0T11)e4e5 / {9:49}(0T11)Nc6e5 
12.{18:15}(0T12)Nf3e5 / {9:15}(0T12)Bd6e5 
13.{15:04}(0T13)Bf4g5 / {6:46}(0T13)h4g3 
14.{13:49}(0T14)h2g3 / {5:24}(0T14)Be5g3 
15.{11:53}(0T15)Rf1e1 / {5:24}(0T15)Bg3h2 
16.{11:52}(0T16)Kg1f1 / {5:24}(0T16)Bh2g1 
17.{11:52}(0T17)Kf1g1 / {5:21}(0T17)Qb8h2 ",0,1,27/03/2022,Pro league season 4,,
621,qqqqkkk,Mauer,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{20:05}(0T4)Bc1f4 / {20:05}(0T4)Bc8f5 
5.{20:05}(0T5)e2e3 / {19:54}(0T5)e7e6 
6.{20:00}(0T6)Nb1d2 / {19:54}(0T6)Nb8d7 
7.{19:43}(0T7)Nd2b3 / {19:54}(0T7)b7b6 
8.{19:32}(0T8)Bf1d3 / {19:06}(0T8)Bf5d3 
9.{19:32}(0T9)Qd1d3 / {19:06}(0T9)Qd8c8 
10.{18:41}(0T10)Ke1c1 / {16:34}(0T10)b6b5 
11.{15:02}(0T11)Rd1d2 / {16:26}(0T11)Qc8a6 
12.{14:04}(0T12)Qd3b1 / {13:33}(0T12)b5b4 
13.{12:15}(0T13)Rd2d3 / {10:19}(0T13)Nf6e4 
14.{5:48}(0T14)Qb1c2 / {10:13}(0T14)Qa6a2 
15.{5:00}(0T15)Nf3d2 / {8:26}(0T15)Ne4f2 
16.{3:08}(0T16)Rh1f1 / {8:26}(0T16)Nf2d3 
17.{3:06}(0T17)Qc2d3 / {8:14}(0T17)Qa2b2 
18.{3:06}(0T18)Kc1b2 / {8:14}(0T18)b4c3 
19.{2:23}(0T19)Qd3c3 / {8:08}(0T19)Nd7>>(0T17)e7 ",0,1,27/03/2022,5D Pogchamps season 1,,
622,Mauer,qqqqkkk,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)f7f5 
2.{19:51}(0T2)e2e3 / {19:59}(0T2)e7e6 
3.{19:23}(0T3)c2c3 / {18:53}(0T3)c7c6 
4.{19:23}(0T4)Nf3d4 / {18:43}(0T4)Ng8f6 
5.{19:07}(0T5)Bf1c4 / {16:55}(0T5)g7g6 
6.{19:07}(0T6)Qd1b3 / {16:52}(0T6)Qd8e7 
7.{17:13}(0T7)Nb1a3 / {16:32}(0T7)Nf6e4 
8.{16:59}(0T8)g2g3 / {16:14}(0T8)Ne4f2 
9.{15:53}(0T9)Rh1f1 / {14:07}(0T9)f5f4 
10.{14:47}(0T10)Rf1f2 / {13:07}(0T10)Qe7f6 
11.{13:34}(0T11)Bc4e6 / {13:03}(0T11)d7e6 
12.{13:17}(0T12)Rf2f4 / {11:40}(0T12)Qf6e7 
13.{11:37}(0T13)Na3c4 / {11:03}(0T13)Bf8h6 
14.{10:42}(0T14)Nc4e5 / {10:31}(0T14)Bh6f4 
15.{10:06}(0T15)e3f4 / {10:01}(0T15)Rh8f8 
16.{9:37}(0T16)d2d3 / {9:44}(0T16)Nb8a6 
17.{6:57}(0T17)Ne5c6 / {7:52}(0T17)b7c6 
18.{6:49}(0T18)Nd4c6 / {7:11}(0T18)Qe7d7 
19.{6:45}(0T19)Nc6e5 / {4:45}(0T19)Bc8b7 
20.{3:46}(0T20)Qb3>>(0T16)b7 / {0:35}(0T20)Bb7>>(0T16)b3 (1T16)Bc8b7 
21.{3:46}(-1T17)Nd4e6 (1T17)Nd4e6 / {0:25}(1T17)Qe7e6 (-1T17)Qe7e6 
22.{3:51}(-1T18)Bc1e3 (1T18)Qb3e6 / {0:07}(-1T18)Qe6>>(1T16)e4",0,1,27/03/2022,5D Pogchamps season 1,,
623,Mauer,qqqqkkk,"1.{3:37}(0T1)Ng1f3 / {1:00}(0T1)Ng8f6 
2.{3:37}(0T2)d2d4 / {1:00}(0T2)d7d5 
3.{3:37}(0T3)c2c3 / {1:00}(0T3)c7c6 
4.{3:37}(0T4)Bc1f4 / {1:00}(0T4)Bc8f5 
5.{3:37}(0T5)Qd1b3 / {1:00}(0T5)Qd8b6 
6.{3:37}(0T6)e2e3 / {1:00}(0T6)e7e6 
7.{3:37}(0T7)Nb1d2 / {1:00}(0T7)Nb8d7 
8.{3:37}(0T8)g2g3 / {1:00}(0T8)g7g6 
9.{3:37}(0T9)Bf1g2 / {1:00}(0T9)Bf8g7 
10.{3:37}(0T10)Ke1g1 / {1:00}(0T10)Qb6b3 
11.{3:37}(0T11)Nd2b3 / {1:00}(0T11)Ke8g8 
12.{3:37}(0T12)Bf4d6 / {1:00}(0T12)b7b6 
13.{3:37}(0T13)Nf3e5 / {1:00}(0T13)Nd7e5 
14.{3:37}(0T14)d4e5 / {1:00}(0T14)Nf6e4 
15.{3:37}(0T15)Ra1d1 / {1:00}(0T15)Ne4d6 
16.{3:37}(0T16)e5d6 / {1:00}(0T16)Bg7e5 
17.{3:37}(0T17)e3e4 / {1:00}(0T17)Bf5e4 
18.{3:37}(0T18)Bg2e4 / {1:00}(0T18)d5e4 
19.{3:37}(0T19)Rd1d2 / {1:00}(0T19)e4e3 
20.{3:37}(0T20)f2e3 / {1:00}(0T20)Rf8d8 
21.{3:37}(0T21)d6d7 / {1:00}(0T21)Ra8b8 
22.{3:37}(0T22)Nb3c1 / {1:00}(0T22)Rb8b7 
23.{3:37}(0T23)Nc1e2 / {1:00}(0T23)Rb7d7 
24.{3:37}(0T24)Rd2d7 / {1:00}(0T24)Rd8d7 
25.{3:37}(0T25)Ne2d4 / {1:00}(0T25)Rd7d4 
26.{3:37}(0T26)e3d4 / {1:00}(0T26)Be5g7 
27.{3:37}(0T27)b2b4 / {1:00}(0T27)Bg7h6 
28.{3:37}(0T28)h2h4 / {1:00}(0T28)Bh6d2 
29.{3:37}(0T29)b4b5 / {1:00}(0T29)c6b5 
30.{3:37}(0T30)a2a3 / {1:00}(0T30)Bd2c3 
31.{3:37}(0T31)Rf1c1 / {1:00}(0T31)b5b4 
32.{3:37}(0T32)a3b4 / {1:00}(0T32)Bc3>>(0T28)g3 
33.{3:37}(-1T29)Kg1h1 / {1:00}(-1T29)Bg3h4 
34.{3:37}(-1T30)Rf1f3 / {1:00}(-1T30)Bh6d2 
35.{3:37}(-1T31)Rf3f1 / {1:00}(-1T31)Bd2g5 
36.{3:37}(0T33)h4>(-1T32)h4 / {1:00}(-1T32)Bg5h4 ",0,1,27/03/2022,5D Pogchamps season 1,,
624,Neathp,Tones,"1.(0T1)e2e3 / (0T1)Ng8f6 
2.(0T2)Ng1f3 / (0T2)e7e6 
3.(0T3)b2b3 / (0T3)b7b6 
4.(0T4)Bc1b2 / (0T4)Bc8b7 
5.(0T5)Bf1d3 / (0T5)Nb8c6 
6.(0T6)Qd1e2 / (0T6)Nc6b4 
7.(0T7)Nb1c3 / (0T7)a7a6 
8.(0T8)Ke1c1 / (0T8)Bb7f3 
9.(0T9)g2f3 / (0T9)Nf6d5 
10.(0T10)Nc3d5 / (0T10)Nb4d5 
11.(0T11)f3f4 / (0T11)Nd5b4 
12.(0T12)a2a3 / (0T12)Nb4a2 
13.(0T13)Kc1b1 / (0T13)Bf8a3 
14.(0T14)Bb2e5 / (0T14)Na2b4 
15.(0T15)Qe2h5 / (0T15)Qd8f6 
16.(0T16)Be5f6 / (0T16)Ba3>>(0T15)a2 
17.(0T17)Qh5>>(0T15)f7 ",1,0,29/3/2022,Advanced League Season 4,,
625,Tones,Neathp,"1.{7:24}(0T1)e2e4 / {13:48}(0T1)Ng8f6 
2.{7:24}(0T2)d2d4 / {13:48}(0T2)e7e6 
3.{7:24}(0T3)Bc1g5 / {13:48}(0T3)c7c5 
4.{7:24}(0T4)b2b4 / {13:48}(0T4)c5b4 
5.{7:24}(0T5)e4e5 / {13:48}(0T5)b4b3 
6.{7:24}(0T6)Bg5d2 / {13:48}(0T6)b3c2 
7.{7:24}(0T7)Qd1c2 / {13:48}(0T7)Nb8c6 
8.{7:24}(0T8)Ng1f3 / {13:48}(0T8)Nf6d5 
9.{7:24}(0T9)Nb1c3 / {13:48}(0T9)f7f5 
10.{7:24}(0T10)Nc3d5 / {13:48}(0T10)e6d5 
11.{7:24}(0T11)Qc2f5 / {13:48}(0T11)Bf8>>(0T5)f2 
12.{7:24}(-1T6)Ke1f2 / {13:48}(-1T6)Nf6e4 
13.{7:24}(-1T7)Kf2e1 / {13:48}(-1T7)Qd8g5 
14.{7:24}(-1T8)Qd1f3 / {13:48}(-1T8)Qg5c1 ",0,1,29/3/2022,Advanced League Season 4,,
626,Public Match,Mauer,"1.{10:03}(0T1)Ng1f3 / {10:03}(0T1)Ng8f6 
2.{10:03}(0T2)d2d4 / {10:03}(0T2)e7e6 
3.{10:03}(0T3)c2c3 / {10:03}(0T3)c7c5 
4.{10:01}(0T4)Bc1f4 / {10:01}(0T4)c5d4 
5.{9:49}(0T5)Bf4b8 / {9:58}(0T5)Ra8b8 
6.{9:49}(0T6)Qd1d4 / {9:53}(0T6)Qd8b6 
7.{9:37}(0T7)Qd4b6 / {9:29}(0T7)a7b6 
8.{9:25}(0T8)Nb1d2 / {9:29}(0T8)Bf8d6 
9.{9:24}(0T9)g2g3 / {9:19}(0T9)Bd6>>(0T4)d1 
10.{9:15}(-1T5)Ke1d1 / {9:19}(-1T5)Nf6e4 
11.{8:39}(-1T6)Kd1e1 / {9:19}(-1T6)c5d4 
12.{8:32}(-1T7)Nf3d4 / {9:18}(-1T7)Qd8f6 
13.{8:08}(-1T8)Bf4b8 / {9:12}(-1T8)Ra8b8 
14.{7:47}(-1T9)Nd4f3 / {9:04}(-1T9)Bf8c5 
15.{7:08}(0T10)Nf3>(-1T10)d3 / {8:33}(-1T10)d7d5 (0T10)d7d5 
16.{6:35}(-1T11)g2g3 (0T11)Nd2f3 / {7:59}(-1T11)Ke8g8 (0T11)Bc8d7 
17.{6:11}(-1T12)Nd3c5 (0T12)Bf1g2 / {7:53}(-1T12)Ne4c5 (0T12)Bd7b5 
18.{5:08}(0T13)Nf3d4 (-1T13)Bf1g2 / {6:38}(0T13)Bb5d3 (-1T13)Nc5e4 
19.{4:18}(-1T14)Nb1a3 (0T14)Ke1g1 / {6:31}(-1T14)Ne4>(0T14)e2 
20.{3:29}(0T15)Nd4e2 (-1T15)Ke1f1 / {6:03}(0T15)Bd3e2 (-1T15)Qf6f5 
21.{2:55}(0T16)Rf1e1 (-1T16)Ra1e1 / {4:17}(0T16)Be2>(-1T16)e1 
22.{2:55}(0T17)Re1>(-1T17)e1 / {4:10}(-1T17)Bc8d7 (0T17)Nf6e4 
23.{1:40}(-1T18)Re1d1 (0T18)Bg2e4 / {3:59}(-1T18)Qf5>(0T18)e4 
24.{0:56}(0T19)Ra1d1 (-1T19)Na3c2 / {3:49}(0T19)Qe4c2 (-1T19)Bd7b5 
25.{0:51}(-1T20)Nc2d4 (0T20)Rd1f1 / {3:50}(0T20)Qc2>(-1T20)d1 
26.{0:31}(0T21)Rf1>>(0T17)f1 / {3:38}(1T17)Nf6g4 
27.{0:34}(1T18)Ra1d1 / {3:34}(1T18)Ng4>>(1T17)g2 
28.{0:29}(-2T18)Kg1g2 / {3:37}(-2T18)Nf6g4 
29.{0:19}(1T19)Rd1>>(1T18)d1 / {3:32}(2T18)Ng4e3 
30.{0:22}(2T19)Kg1>>(1T18)h1 / {3:28}(3T18)Ng4f2 ",0,1,7/4/2022,,,
627,SametTheTurk,Los Bro SPQR,"1.(0T1)Ng1f3 / (0T1)Ng8f6 
2.(0T2)d2d4 / (0T2)d7d5 
3.(0T3)c2c3 / (0T3)c7c6 
4.(0T4)Bc1g5 / (0T4)Bc8f5 
5.(0T5)e2e3 / (0T5)Nb8d7 
6.(0T6)Bf1d3 / (0T6)Bf5d3 
7.(0T7)Qd1d3 / (0T7)Qd8b6 
8.(0T8)b2b3 / (0T8)Qb6b5 
9.(0T9)Qd3b5 / (0T9)c6b5 
10.(0T10)Nb1d2 / (0T10)Ra8c8 
11.(0T11)Ra1c1 / (0T11)h7h6 
12.(0T12)Bg5h4 / (0T12)b5b4 
13.(0T13)c3c4 / (0T13)b7b5 
14.(0T14)c4c5 / (0T14)Rc8c6 
15.(0T15)Bh4g3 / (0T15)Nf6h5 
16.(0T16)Nf3e5 / (0T16)Rc6c8 
17.(0T17)c5c6 / (0T17)Nd7e5 
18.(0T18)Bg3e5 / (0T18)f7f6 
19.(0T19)Nd2f3 / (0T19)g7g5 
20.(0T20)c6c7 / (0T20)g5g4 
21.(0T21)Nf3h4 / (0T21)Rh8g8 
22.(0T22)Nh4f5 / (0T22)f6e5 
23.(0T23)d4e5 / (0T23)Rg8g5 
24.(0T24)Nf5d4 / (0T24)Rg5e5 
25.(0T25)Rc1c6 / (0T25)Nh5f4 
26.(0T26)Ke1g1 / (0T26)Re5e4 
27.(0T27)e3f4 / (0T27)Re4d4 
28.(0T28)Rf1e1 / (0T28)Rd4f4 
29.(0T29)Re1e6 / (0T29)Rf4e4 
30.(0T30)Re6>>(0T1)e6 / (1T1)d7e6 
31.(1T2)Ng1f3 / (1T2)Ng8f6 
32.(1T3)d2d4 / (1T3)Bc8d7 
33.(1T4)c2c3 / (1T4)g7g6 
34.(1T5)Bc1g5 / (1T5)Bf8g7 
35.(1T6)e2e3 / (1T6)Nb8c6 
36.(1T7)Bf1b5 / (1T7)a7a6 
37.(1T8)Bb5c6 / (1T8)Bd7c6 
38.(1T9)Nb1d2 / (1T9)Qd8d7 
39.(1T10)Nd2c4 / (1T10)Nf6e4 
40.(1T11)Ke1g1 / (1T11)Ne4g5 
41.(1T12)Nf3g5 / (1T12)Bc6g2 
42.(1T13)Kg1g2 / (1T13)Qd7d5 
43.(1T14)Ng5f3 / (1T14)b7b5 
44.(1T15)Nc4b6 / (1T15)Qd5f5 
45.(1T16)h2h3 / (1T16)c7b6 
46.(1T17)c3c4 / (1T17)g6g5 ",0,1,09/04/2022,,,
628,Los Bro SPQR,RyanFourPM,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)e2e3 / {20:05}(0T2)e7e6 
3.{20:05}(0T3)c2c4 / {18:45}(0T3)c7c5 
4.{19:47}(0T4)Nb1c3 / {18:23}(0T4)b7b6 
5.{17:35}(0T5)Bf1d3 / {17:29}(0T5)Bc8b7 
6.{17:35}(0T6)Qd1e2 / {16:52}(0T6)Nb8c6 
7.{15:43}(0T7)Nc3d5 / {15:22}(0T7)Bf8e7 
8.{14:22}(0T8)Nd5f6 / {15:22}(0T8)Be7f6 
9.{14:22}(0T9)a2a3 / {14:45}(0T9)Qd8c7 
10.{13:19}(0T10)Ra1b1 / {13:39}(0T10)Nc6e5 
11.{11:19}(0T11)Bd3c2 / {11:03}(0T11)g7g6 
12.{11:02}(0T12)b2b3 / {9:52}(0T12)Ke8c8 
13.{10:07}(0T13)Bc1b2 / {9:41}(0T13)Ne5f3 
14.{10:07}(0T14)g2f3 / {9:40}(0T14)Bf6b2 
15.{10:07}(0T15)Rb1b2 / {8:45}(0T15)f7f5 
16.{9:32}(0T16)Rb2b1 / {8:28}(0T16)Qc7c6 
17.{9:31}(0T17)Bc2d1 / {7:28}(0T17)d7d5 
18.{9:13}(0T18)b3b4 / {6:57}(0T18)d5c4 
19.{9:01}(0T19)Qe2c4 / {5:37}(0T19)Rd8d4 
20.{8:16}(0T20)Qc4a2 / {4:55}(0T20)Rh8d8 
21.{7:42}(0T21)Bd1a4 / {4:41}(0T21)Qc6d6 
22.{7:42}(0T22)Ba4b3 / {4:02}(0T22)Rd4d2 
23.{7:34}(0T23)Bb3e6 / {3:59}(0T23)Kc8b8 
24.{7:17}(0T24)Qa2b3 / {3:31}(0T24)Rd2e2 
25.{7:14}(0T25)Ke1f1 / {3:31}(0T25)Re2f2 
26.{7:02}(0T26)Kf1g1 / {3:15}(0T26)Rf2g2 
27.{7:02}(0T27)Kg1f1 / {3:13}(0T27)Bb7a6 
28.{6:58}(0T28)b4b5 / {2:13}(0T28)Rg2f2 
29.{6:52}(0T29)Kf1g1 / {1:49}(0T29)Qd6>>(0T25)h2 
30.{6:33}(-1T26)Rh1h2 / {1:44}(-1T26)Qd6h2 ",0,1,17/04/2022,Pro league season 4,,
629,RyanFourPM,Los Bro SPQR,"1.{20:05}(0T1)Ng1f3 / {20:05}(0T1)Ng8f6 
2.{20:05}(0T2)d2d4 / {20:05}(0T2)d7d5 
3.{20:05}(0T3)c2c3 / {20:05}(0T3)c7c6 
4.{20:05}(0T4)Bc1f4 / {20:05}(0T4)Bc8g4 
5.{19:56}(0T5)Nb1d2 / {19:50}(0T5)e7e6 
6.{19:54}(0T6)Nf3e5 / {19:37}(0T6)Qd8e7 
7.{19:20}(0T7)Qd1b3 / {18:06}(0T7)Nf6e4 
8.{17:52}(0T8)Nd2e4 / {17:13}(0T8)Qe7h4 
9.{14:31}(0T9)Qb3b7 / {16:13}(0T9)Qh4>>(0T7)f2 
10.{14:29}(-1T8)Ke1f2 / {16:13}(-1T8)Nf6e4 
11.{14:05}(-1T9)Kf2g1 / {16:18}(-1T9)Qe7h4 
12.{14:03}(0T10)Qb7>>(0T9)c8 / {16:03}(0T10)Bg4>>(0T8)g2 
13.{13:49}(0T11)Bf4>>(0T8)f7 / {15:51}(2T8)Qe7f7 ",0,1,17/04/2022,Pro league season 4,,
630,Public Match,mauer,"1.{9:51}(0T1)e2e3 / {8:44}(0T1)e7e6 
2.{9:51}(0T2)Qd1f3 / {8:44}(0T2)Qd8f6 
3.{9:51}(0T3)Qf3f6 / {8:44}(0T3)Ng8f6 
4.{9:51}(0T4)f2f4 / {8:44}(0T4)Nf6g4 
5.{9:51}(0T5)Ng1h3 / {8:44}(0T5)Bf8b4 
6.{9:51}(0T6)Nb1c3 / {8:44}(0T6)Ng4e3 
7.{9:51}(0T7)d2e3 / {8:44}(0T7)Nb8c6 
8.{9:51}(0T8)Bc1d2 / {8:44}(0T8)d7d5 
9.{9:51}(0T9)Bf1b5 / {8:44}(0T9)Bc8d7 
10.{9:51}(0T10)b2b3 / {8:44}(0T10)Bd7>>(0T5)d2 
11.{9:51}(-1T6)Bc1d2 / {8:44}(-1T6)Bf8b4 
12.{9:51}(-1T7)Nb1c3 / {8:44}(-1T7)Bb4c3 
13.{9:51}(-1T8)b2c3 / {8:44}(-1T8)d7d5 
14.{9:51}(-1T9)Bf1e2 / {8:44}(-1T9)h7h5 
15.{9:51}(-1T10)Be2g4 / {8:44}(-1T10)h5g4 
16.{9:51}(-1T11)Nh3f2 (0T11)Ke1c1 / {8:44}(0T11)Bb4a3 (-1T11)Bc8d7 
17.{9:51}(0T12)Kc1b1 (-1T12)Nf2g4 / {8:44}(0T12)Ba3b2 (-1T12)Bd7b5 
18.{9:51}(-1T13)Ng4e5 (0T13)Kb1b2 / {8:44}(0T13)Ke8g8 (-1T13)Nb8c6 
19.{9:51}(-1T14)Ne5>>(-1T13)e7 / {8:44}(1T13)Ke8e7 
20.{9:51}(1T14)Ng4e5 (0T14)Bb5c6 / {8:44}(-1T14)Bb5>>(-1T11)b2 ",0,1,23/04/2022,,,
631,Cirtus,Icemoe,"1.(0T1)e2e3 / (0T1)Ng8f6 
2.(0T2)Ng1f3 / (0T2)e7e6 
3.(0T3)b2b3 / (0T3)c7c5 
4.(0T4)Bc1b2 / (0T4)Nb8c6 
5.(0T5)c2c4 / (0T5)g7g6 
6.(0T6)Nb1c3 / (0T6)Bf8g7 
7.(0T7)Nc3e4 / (0T7)Ke8g8 
8.(0T8)Nf3g5 / (0T8)h7h5 
9.(0T9)Qd1f3 / (0T9)Nc6d4 
10.(0T10)Bb2d4 / (0T10)c5d4 
11.(0T11)Ng5f7 / (0T11)Rf8f7 
12.(0T12)Ne4g5 / (0T12)Qd8a5 
13.(0T13)h2h4 / (0T13)Qa5d2 
14.(0T14)Ke1d2 / (0T14)Nf6e4 
15.(0T15)Qf3e4 / (0T15)d4e3 
16.(0T16)Qe4e3 / (0T16)Bg7a1 ",0,1,17/04/2022,,,
632,Narik,Los Bro SPQR,"1.{20:05}(0T1)e2e3 / {20:05}(0T1)Ng8f6
2.{20:05}(0T2)Qd1e2 / {20:05}(0T2)d7d5
3.{20:05}(0T3)g2g3 / {20:05}(0T3)c7c6
4.{20:05}(0T4)Bf1g2 / {20:04}(0T4)Bc8g4
5.{20:05}(0T5)Bg2f3 / {20:04}(0T5)Bg4f5
6.{20:05}(0T6)Nb1a3 / {19:58}(0T6)e7e6
7.{20:03}(0T7)b2b3 / {19:58}(0T7)Qd8a5
8.{20:02}(0T8)g3g4 / {19:56}(0T8)Bf5g6
9.{20:02}(0T9)g4g5 / {19:51}(0T9)Bf8a3
10.{20:02}(0T10)Bc1a3 / {19:51}(0T10)Qa5a3
11.{20:02}(0T11)g5f6 / {19:51}(0T11)Qa3b2
12.{20:01}(0T12)Ra1d1 / {19:51}(0T12)Qb2f6
13.{20:01}(0T13)Ng1h3 / {19:50}(0T13)Nb8d7
14.{20:01}(0T14)c2c4 / {19:46}(0T14)Qf6h4
15.{20:01}(0T15)Nh3f4 / {19:39}(0T15)Bg6c2
16.{20:01}(0T16)Rd1c1 / {19:33}(0T16)Bc2e4
17.{20:01}(0T17)c4d5 / {19:28}(0T17)c6d5
18.{20:01}(0T18)Bf3e4 / {19:28}(0T18)d5e4
19.{20:01}(0T19)Rh1f1 / {19:27}(0T19)a7a6
20.{20:01}(0T20)Qe2c4 / {19:21}(0T20)Qh4f6
21.{20:01}(0T21)Qc4e4 / {19:10}(0T21)Nd7c5
22.{20:01}(0T22)Qe4c4 / {19:02}(0T22)Ra8c8
23.{20:01}(0T23)Rc1d1 / {19:00}(0T23)b7b5
24.{20:01}(0T24)Qc4c2 / {18:55}(0T24)g7g5
25.{20:01}(0T25)Nf4h5 / {18:55}(0T25)Qf6b2
26.{20:01}(0T26)Qc2c3 / {18:50}(0T26)Qb2c3
27.{20:01}(0T27)d2c3 / {18:50}(0T27)Nc5e4
28.{19:18}(0T28)f2f3 / {18:24}(0T28)Ne4c3
29.{19:18}(0T29)Nh5f6 / {18:19}(0T29)Ke8e7
30.{19:11}(0T30)Nf6d7 / {18:18}(0T30)Nc3d1
31.{19:09}(0T31)Ke1d1 / {18:18}(0T31)Ke7d7
32.{18:36}(0T32)Rf1f2 / {18:23}(0T32)Kd7e7
33.{17:07}(0T33)Rf2>>(0T29)f2 / {16:09}(1T29)Rh8g8
34.{17:07}(1T30)Nh5f6 / {16:09}(1T30)Ke8e7
35.{16:56}(1T31)Rd1d7",1,0,01/05/2022,Pro league season 4,,
